,dates,confirmed,deaths,recovered,unrecovered,confirmed_increment,deaths_increment,recovered_increment,unrecovered_increment,death_rate,recovered_rate,mobility,vaccinations,trends_covid,trends_vaccine
42,39.0,88556.0,3017.8571428571427,42497.57142857143,43040.57142857143,1986.142857142857,69.14285714285714,2969.0,-1052.0,0.03407844588029712,0.4778150642680889,550365.015714286,0.0,6.0,6.0
43,40.0,90749.42857142857,3094.285714285714,45428.57142857143,42226.57142857143,2193.4285714285716,76.42857142857143,2931.0,-814.0,0.03409706271272896,0.49870160845919964,551741.5028571431,0.0,6.571428571428571,6.142857142857143
44,41.0,93303.85714285714,3178.1428571428573,48164.71428571428,41961.0,2554.4285714285716,83.85714285714286,2736.1428571428573,-265.57142857142856,0.034063890263530835,0.5145973738788786,552962.7542857142,0.0,7.428571428571429,6.142857142857143
45,42.0,96173.14285714286,3267.0,50818.42857142857,42087.71428571428,2869.285714285714,88.85714285714286,2653.714285714286,126.71428571428571,0.03397638357849132,0.5271015686784173,554492.1700000003,0.0,8.285714285714286,6.142857142857143
46,43.0,99266.42857142857,3382.285714285714,53386.57142857143,42497.57142857143,3093.285714285714,115.28571428571429,2568.1428571428573,409.85714285714283,0.03407127763644873,0.5368545974446209,556001.9671428577,0.0,9.285714285714286,6.142857142857143
47,44.0,102672.42857142857,3512.0,55799.71428571428,43360.71428571428,3406.0,129.71428571428572,2413.1428571428573,863.1428571428571,0.03418904427599387,0.5429358723908071,557753.8357142863,0.0,10.714285714285714,6.142857142857143
48,45.0,106396.71428571429,3670.1428571428573,58110.142857142855,44616.42857142857,3724.285714285714,158.14285714285714,2310.4285714285716,1255.7142857142858,0.03445414421846341,0.5461156483258657,558123.7542857148,0.0,12.571428571428571,6.142857142857143
49,46.0,110885.71428571429,3863.8571428571427,60371.42857142857,46650.42857142857,4489.0,193.71428571428572,2261.285714285714,2034.0,0.0347726660651274,0.5449356820901567,558220.6357142861,0.0,15.142857142857142,6.428571428571429
50,47.0,115800.28571428571,4087.8571428571427,62446.57142857143,49265.857142857145,4914.571428571428,224.0,2075.1428571428573,2615.4285714285716,0.03519688896261326,0.5402551688121902,552257.3585714288,0.0,19.857142857142858,7.285714285714286
51,48.0,122210.71428571429,4367.0,64501.57142857143,53342.142857142855,6410.428571428572,279.14285714285717,2055.0,4076.285714285714,0.03561695391453619,0.5303438310989584,538369.0771428577,0.0,25.285714285714285,8.714285714285714
52,49.0,129618.14285714286,4691.285714285715,66539.14285714286,58387.71428571428,7407.428571428572,324.2857142857143,2037.5714285714287,5045.571428571428,0.03609469020306376,0.5174490497253493,517664.77142857184,0.0,30.285714285714285,9.857142857142858
53,50.0,138071.2857142857,5073.0,68730.14285714286,64268.142857142855,8453.142857142857,381.7142857142857,2191.0,5880.428571428572,0.03662412779265371,0.5028458146617916,501842.4500000003,0.0,36.714285714285715,11.0
54,51.0,148043.85714285713,5524.428571428572,70957.71428571429,71561.71428571429,9972.57142857143,451.42857142857144,2227.5714285714284,7293.571428571428,0.03718271907052736,0.4853008191951256,486641.17142857175,0.0,44.285714285714285,12.571428571428571
55,52.0,159605.14285714287,6053.0,73304.85714285714,80247.28571428571,11561.285714285714,528.5714285714286,2347.1428571428573,8685.57142857143,0.03775360238137491,0.46576089813031757,467462.1242857146,0.0,52.142857142857146,14.0
56,53.0,172867.0,6662.0,75636.14285714286,90568.85714285714,13261.857142857143,609.0,2331.285714285714,10321.57142857143,0.038329219614463915,0.4444368579484734,446067.8100000002,0.0,59.142857142857146,15.142857142857142
57,54.0,189165.85714285713,7386.0,78012.85714285714,103767.0,16298.857142857143,724.0,2376.714285714286,13198.142857142857,0.038812309013078326,0.41999092491507045,425040.8,0.0,64.28571428571429,15.285714285714286
58,55.0,207806.2857142857,8251.142857142857,80463.57142857143,119091.57142857143,18640.428571428572,865.1428571428571,2450.714285714286,15324.57142857143,0.03945421189660493,0.3966830513214291,400355.0985714287,0.0,68.85714285714286,14.714285714285714
59,56.0,229434.85714285713,9302.285714285714,83182.14285714286,136950.42857142858,21628.571428571428,1051.142857142857,2718.5714285714284,17858.85714285714,0.04026971402848729,0.37332599650773585,374332.98428571445,0.0,74.28571428571429,14.428571428571429
60,57.0,254432.85714285713,10502.57142857143,86301.57142857143,157628.7142857143,24998.0,1200.2857142857142,3119.4285714285716,20678.285714285714,0.040977901370917724,0.34975775586851876,355330.8857142857,0.0,79.57142857142857,14.428571428571429
61,58.0,283434.71428571426,11884.42857142857,89194.28571428571,182356.0,29001.85714285714,1381.857142857143,2892.714285714286,24727.285714285714,0.04163565086134955,0.3254364953162794,339320.6657142858,0.0,83.85714285714286,14.428571428571429
62,59.0,316041.71428571426,13477.142857142857,93072.0,209492.57142857142,32607.0,1592.7142857142858,3877.714285714286,27136.571428571428,0.04232132706092945,0.3037130739391444,326556.9885714287,0.0,86.71428571428571,14.142857142857142
63,60.0,353139.5714285714,15341.714285714286,97420.0,240377.85714285713,37097.857142857145,1864.5714285714287,4348.0,30885.285714285714,0.0430830007046912,0.28340669537185,316125.56142857164,0.0,89.71428571428571,13.428571428571429
64,61.0,395355.71428571426,17481.285714285714,102729.57142857143,275144.85714285716,42216.142857142855,2139.5714285714284,5309.571428571428,34767.0,0.0438764020179294,0.26636994800302816,307273.8814285719,0.0,91.71428571428571,13.0
65,62.0,442467.0,19907.0,108944.85714285714,313615.14285714284,47111.28571428572,2425.714285714286,6215.285714285715,38470.28571428572,0.044662809530965575,0.2521545639675152,297954.3300000003,0.0,94.14285714285714,12.857142857142858
66,63.0,494619.5714285714,22619.571428571428,115769.28571428571,356230.71428571426,52152.57142857143,2712.5714285714284,6824.428571428572,42615.57142857143,0.04538723254693895,0.23936335111588955,290373.8885714289,0.0,96.14285714285714,12.857142857142858
67,64.0,550255.2857142857,25594.14285714286,123056.42857142857,401604.71428571426,55635.71428571428,2974.5714285714284,7287.142857142857,45374.0,0.046164057513742814,0.22773441211747736,286874.00000000023,0.0,96.14285714285714,12.714285714285714
68,65.0,609099.4285714285,28873.285714285714,132467.7142857143,447758.4285714286,58844.142857142855,3279.1428571428573,9411.285714285714,46153.71428571428,0.0470664674234131,0.22080129470116763,284627.49142857164,0.0,95.0,11.714285714285714
69,66.0,673038.7142857143,32503.571428571428,142443.42857142858,498091.71428571426,63939.28571428572,3630.285714285714,9975.714285714286,50333.28571428572,0.04795250984011911,0.2137832465600495,282446.54857142875,0.0,94.28571428571429,11.0
70,67.0,741519.5714285715,36589.42857142857,153775.2857142857,551154.8571428572,68480.85714285714,4085.8571428571427,11331.857142857143,53063.142857142855,0.04894628310714917,0.2086470122394479,281011.7085714287,0.0,94.0,11.0
71,68.0,812884.1428571428,41082.57142857143,166360.14285714287,605441.4285714285,71364.57142857143,4493.142857142857,12584.857142857143,54286.57142857143,0.05010503294652669,0.20529431261480408,279243.4514285714,0.0,94.14285714285714,11.0
72,69.0,886893.0,45957.42857142857,179893.14285714287,661042.4285714285,74008.85714285714,4874.857142857143,13533.0,55601.0,0.05135535415379722,0.20313944571944179,276893.5042857145,0.0,93.28571428571429,11.142857142857142
73,70.0,959631.7142857143,51144.57142857143,195126.2857142857,713360.8571428572,72738.71428571429,5187.142857142857,15233.142857142857,52318.42857142857,0.052805519246698025,0.20330506319545227,275198.01714285737,0.0,92.14285714285714,11.285714285714286
74,71.0,1034278.2857142857,56569.857142857145,210985.14285714287,766723.2857142857,74646.57142857143,5425.285714285715,15858.857142857143,53362.42857142857,0.054232901063159866,0.20387122015848003,274371.9542857146,0.0,91.28571428571429,11.285714285714286
75,72.0,1110046.142857143,62260.42857142857,227040.0,820745.7142857143,75767.85714285714,5690.571428571428,16054.857142857143,54022.42857142857,0.055675783756472905,0.204233599320345,274947.38285714306,0.0,91.28571428571429,11.142857142857142
76,73.0,1184811.7142857143,68452.85714285714,244476.57142857142,871882.2857142857,74765.57142857143,6192.428571428572,17436.571428571428,51136.57142857143,0.05738476207426122,0.20584717505187,276681.9042857146,0.0,90.71428571428571,11.142857142857142
77,74.0,1259657.7142857143,74760.57142857143,263857.4285714286,921039.7142857143,74846.0,6307.714285714285,19380.85714285714,49157.42857142857,0.058978404024126616,0.20875141745636383,277969.4228571431,0.0,89.28571428571429,10.857142857142858
78,75.0,1335068.857142857,81339.14285714286,284397.0,969332.7142857143,75411.14285714286,6578.571428571428,20539.571428571428,48293.0,0.060567690297556084,0.21214133841705765,278931.5128571431,0.0,87.57142857142857,10.714285714285714
79,76.0,1410763.4285714286,88091.71428571429,305838.85714285716,1016832.8571428572,75694.57142857143,6752.571428571428,21441.85714285714,47500.142857142855,0.062104241068731574,0.21592519202655067,280291.622857143,0.0,86.0,10.428571428571429
80,77.0,1488732.5714285714,94881.0,328114.71428571426,1065736.857142857,77969.14285714286,6789.285714285715,22275.85714285714,48904.0,0.06342118910676812,0.21943344071327356,281947.2471428571,0.0,83.85714285714286,10.0
81,78.0,1573430.5714285714,101766.28571428571,351183.0,1120481.2857142857,84698.0,6885.285714285715,23068.285714285714,54744.42857142857,0.06445829681811123,0.22243239678210275,276812.9185714285,0.0,81.42857142857143,9.571428571428571
82,79.0,1657784.142857143,108656.14285714286,375758.14285714284,1173369.857142857,84353.57142857143,6889.857142857143,24575.14285714286,52888.57142857143,0.06541562198414966,0.22609077077420586,275651.2742857143,0.0,79.85714285714286,9.571428571428571
83,80.0,1744157.4285714286,115361.42857142857,400592.14285714284,1228203.857142857,86373.28571428571,6705.285714285715,24834.0,54834.0,0.06605468746537518,0.22924626741133353,276315.3400000001,0.0,78.57142857142857,9.571428571428571
84,81.0,1829644.0,122303.85714285714,426520.0,1280820.142857143,85486.57142857143,6942.428571428572,25927.85714285714,52616.28571428572,0.06676725538329929,0.23259645351914612,278274.29571428586,0.0,78.14285714285714,9.571428571428571
85,82.0,1916349.4285714286,129171.42857142857,453252.0,1333926.0,86705.42857142857,6867.571428571428,26732.0,53105.857142857145,0.06732189306855844,0.2358936294584822,281249.25428571465,0.0,78.0,9.571428571428571
86,83.0,2003406.5714285714,136184.0,480619.14285714284,1386603.4285714286,87057.14285714286,7012.571428571428,27367.14285714286,52677.42857142857,0.0678671986269495,0.2392513074863609,284946.7200000003,0.0,78.28571428571429,9.571428571428571
87,84.0,2090882.142857143,143193.57142857142,507645.71428571426,1440042.857142857,87475.57142857143,7009.571428571428,27026.571428571428,53439.42857142857,0.06835456725770482,0.2421096206446529,290186.725714286,0.0,78.14285714285714,9.571428571428571
88,85.0,2172202.1428571427,150113.7142857143,536443.7142857143,1485644.7142857143,81320.0,6920.142857142857,28798.0,45601.857142857145,0.06899976984809585,0.2463550400658411,299649.28571428603,0.0,78.14285714285714,9.571428571428571
89,86.0,2254277.285714286,157020.14285714287,564516.1428571428,1532741.0,82075.14285714286,6906.428571428572,28072.428571428572,47096.28571428572,0.0695774377784473,0.24992028502161187,306129.55571428605,0.0,77.0,9.285714285714286
90,87.0,2335178.4285714286,163970.2857142857,593978.2857142857,1577229.857142857,80901.14285714286,6950.142857142857,29462.14285714286,44488.857142857145,0.07016386818491405,0.25394227080533516,310030.4814285717,0.0,76.42857142857143,9.142857142857142
91,88.0,2416665.1428571427,170690.42857142858,622518.4285714285,1623456.2857142857,81486.71428571429,6720.142857142857,28540.14285714286,46226.42857142857,0.07058234096911364,0.25717074536904305,312698.0128571431,0.0,75.0,9.714285714285714
92,89.0,2496537.285714286,177349.7142857143,650751.0,1668436.5714285714,79872.14285714286,6659.285714285715,28232.571428571428,44980.28571428572,0.07099719526283862,0.26023207899012113,314804.8885714286,0.0,73.57142857142857,10.0
93,90.0,2575852.1428571427,183776.85714285713,682390.0,1709685.2857142857,79314.85714285714,6427.142857142857,31639.0,41248.71428571428,0.07130236400722824,0.26440585610145745,319124.1428571429,0.0,71.28571428571429,10.142857142857142
94,91.0,2655884.0,190129.0,714584.5714285715,1751170.4285714286,80031.85714285714,6352.142857142857,32194.571428571428,41485.142857142855,0.07154708778034405,0.2685376922355994,323400.78571428574,0.0,69.71428571428571,10.428571428571429
95,92.0,2735199.1428571427,196302.14285714287,746354.7142857143,1792542.2857142857,79315.14285714286,6173.142857142857,31770.14285714286,41371.857142857145,0.07174457096048356,0.2723509113537778,327465.4285714285,0.0,68.85714285714286,10.714285714285714
96,93.0,2813682.0,202314.0,778940.0,1832428.0,78482.85714285714,6011.857142857143,32585.285714285714,39885.71428571428,0.07189838939470972,0.27638760934740736,330152.8814285711,0.0,68.42857142857143,11.0
97,94.0,2892135.0,208226.7142857143,811298.1428571428,1872610.142857143,78453.0,5912.714285714285,32358.14285714286,40182.142857142855,0.07199854176041895,0.2801073535601418,333461.9385714283,0.0,68.14285714285714,11.0
98,95.0,2969997.0,214120.14285714287,845369.4285714285,1910507.4285714286,77862.0,5893.428571428572,34071.28571428572,37897.28571428572,0.07209373875672202,0.28424331823904225,336643.8714285709,0.0,67.85714285714286,10.714285714285714
99,96.0,3047751.285714286,219872.14285714287,884638.7142857143,1943240.4285714286,77754.28571428571,5752.0,39269.28571428572,32733.0,0.07213894316855415,0.2898141622578209,342477.3471428566,0.0,67.57142857142857,10.571428571428571
100,97.0,3126117.0,225392.57142857142,922212.0,1978512.4285714286,78365.71428571429,5520.428571428572,37573.28571428572,35272.0,0.07209529150791494,0.2944608694043162,349614.7542857138,0.0,67.57142857142857,10.428571428571429
101,98.0,3204045.714285714,230894.2857142857,961627.5714285715,2011523.857142857,77928.71428571429,5501.714285714285,39415.57142857143,33011.42857142857,0.07205889008709192,0.2995337274810948,357988.8542857139,0.0,67.42857142857143,10.142857142857142
102,99.0,3282658.0,236329.0,1001574.7142857143,2044754.2857142857,78612.28571428571,5434.714285714285,39947.142857142855,33230.42857142857,0.07199918693478584,0.3045278689420897,365415.14714285685,0.0,67.42857142857143,10.0
103,100.0,3362341.285714286,241687.57142857142,1042407.8571428572,2078245.857142857,79683.28571428571,5358.571428571428,40833.142857142855,33491.57142857143,0.07190042275502709,0.30951811054029627,371460.7599999998,0.0,66.85714285714286,9.857142857142858
104,101.0,3442733.4285714286,246938.42857142858,1083706.857142857,2112088.1428571427,80392.14285714286,5250.857142857143,41299.0,33842.28571428572,0.07175261083114895,0.3143897609107631,376863.9085714285,0.0,66.0,10.285714285714286
105,102.0,3524970.8571428573,252158.0,1125583.2857142857,2147229.5714285714,82237.42857142857,5219.571428571428,41876.42857142857,35141.42857142857,0.07155683887396198,0.31902189970543293,383625.1542857145,0.0,65.57142857142857,11.285714285714286
106,103.0,3607952.8571428573,257301.0,1163803.857142857,2186848.0,82982.0,5143.0,38220.57142857143,39618.42857142857,0.07133311018128782,0.3222790871620763,390449.77285714325,0.0,64.85714285714286,11.571428571428571
107,104.0,3691206.714285714,262501.5714285714,1201775.2857142857,2226929.8571428573,83253.85714285714,5200.571428571428,37971.42857142857,40081.857142857145,0.07113190553755488,0.32530968300074736,395699.1600000005,0.0,64.14285714285714,11.714285714285714
108,105.0,3775321.0,267520.4285714286,1241573.857142857,2266226.714285714,84114.28571428571,5018.857142857143,39798.57142857143,39296.857142857145,0.07087583138236236,0.32856617377958947,401402.82857142907,0.0,63.857142857142854,11.857142857142858
109,106.0,3859235.714285714,272546.0,1281554.7142857143,2305135.0,83914.71428571429,5025.571428571428,39980.857142857145,38908.28571428572,0.07064105361173627,0.3317747382731286,402129.1885714292,0.0,62.857142857142854,11.857142857142858
110,107.0,3942999.285714286,277468.0,1323364.0,2342167.285714286,83763.57142857143,4922.0,41809.28571428572,37032.28571428572,0.07039582747409757,0.33532115848794747,357901.2628571436,0.0,62.57142857142857,12.0
111,108.0,4027332.714285714,282341.28571428574,1365254.5714285714,2379736.8571428573,84333.42857142857,4873.285714285715,41890.57142857143,37569.57142857143,0.07013398774063934,0.338716902072598,311933.84571428626,0.0,62.57142857142857,11.714285714285714
112,109.0,4110945.1428571427,287020.4285714286,1408538.4285714286,2415386.285714286,83612.42857142857,4679.142857142857,43283.857142857145,35649.42857142857,0.06984391882771881,0.34233399501853273,317936.85428571474,0.0,62.142857142857146,10.428571428571429
113,110.0,4195632.428571428,291678.5714285714,1451848.857142857,2452105.0,84687.28571428571,4658.142857142857,43310.42857142857,36718.71428571428,0.06954316397516094,0.3457485962823882,323825.1928571432,0.0,62.142857142857146,10.0
114,111.0,4281098.714285715,296290.0,1496829.2857142857,2487979.4285714286,85466.28571428571,4611.428571428572,44980.42857142857,35874.42857142857,0.06923035364964313,0.34937092174463746,333441.2914285721,0.0,61.714285714285715,10.0
115,112.0,4367881.571428572,300894.71428571426,1542234.0,2524752.8571428573,86782.85714285714,4604.714285714285,45404.71428571428,36773.42857142857,0.06891074411077829,0.35280055094399904,342357.1628571433,0.0,61.285714285714285,10.0
116,113.0,4455099.571428572,305446.14285714284,1588667.142857143,2560986.285714286,87218.0,4551.428571428572,46433.142857142855,36233.42857142857,0.06858631839027671,0.3563225359822952,352748.88857142895,0.0,61.285714285714285,10.0
117,114.0,4544108.428571428,310037.0,1635961.857142857,2598109.5714285714,89008.85714285714,4590.857142857143,47294.71428571428,37123.28571428572,0.06825834554716732,0.35973968065708223,408464.0328571432,0.0,60.714285714285715,10.571428571428571
118,115.0,4634872.142857143,314508.14285714284,1685400.857142857,2634963.1428571427,90763.71428571429,4471.142857142857,49439.0,36853.57142857143,0.06788926519615046,0.36336885203493763,468222.59428571473,0.0,60.0,11.142857142857142
119,116.0,4728049.857142857,318927.14285714284,1735282.4285714286,2673840.285714286,93177.71428571429,4419.0,49881.57142857143,38877.142857142855,0.06748708250557993,0.36673255112549924,476864.6528571433,0.0,59.285714285714285,11.285714285714286
120,117.0,4822715.142857143,323275.0,1786808.142857143,2712632.0,94665.28571428571,4347.857142857143,51525.71428571428,38791.71428571428,0.0670654693236452,0.37022116809542166,487262.45428571466,0.0,58.857142857142854,11.285714285714286
121,118.0,4918907.428571428,327626.28571428574,1846968.7142857143,2744312.4285714286,96192.28571428571,4351.285714285715,60160.57142857143,31680.428571428572,0.06663849959386685,0.37513117346282093,501713.3642857141,0.0,58.42857142857143,11.142857142857142
122,119.0,5016580.571428572,331941.28571428574,1906904.0,2777735.285714286,97673.14285714286,4315.0,59935.28571428572,33422.857142857145,0.06620311909499284,0.37971362873633224,513538.5971428574,0.0,57.714285714285715,11.0
