,dates,confirmed,deaths,recovered,unrecovered,confirmed_increment,deaths_increment,recovered_increment,unrecovered_increment,death_rate,recovered_rate,mobility,people_vaccinated,total_tests,icu_patients,hosp_patients,median_age,trends_covid,trends_vaccine
274,274,41761232,1138373,28388094,12234765,472761.0,5910.0,226793.0,240058.0,0.027259085651496106,0.6797714684279429,621294.0700000019,0.0,510146240.0,21276.0,117587.0,30.329444444444434,65.0,9.0
275,275,42257962,1145337,28594828,12517797,496730.0,6964.0,206734.0,283032.0,0.02710346040824212,0.6766731438681307,733767.0199999982,0.0,494876031.0,21808.0,122649.0,30.329444444444434,64.0,10.0
276,276,42714811,1151154,28806409,12757248,456849.0,5817.0,211581.0,239451.0,0.026949762226502652,0.6743892417082216,726538.6699999992,0.0,491008824.0,20192.0,111375.0,30.329444444444434,54.0,8.0
277,277,43075270,1155362,29003667,12916241,360459.0,4208.0,197258.0,158993.0,0.026821932863102194,0.6733252513565208,547454.08,0.0,531358652.0,20816.0,116157.0,30.329444444444434,54.0,7.0
278,278,43561867,1160879,29242802,13158186,486597.0,5517.0,239135.0,241945.0,0.02664897259798346,0.6712935880365275,539946.5499999989,0.0,518760280.0,23771.0,138562.0,30.329444444444434,65.0,9.0
279,279,44031885,1168248,29832507,13031130,470018.0,7369.0,589705.0,-127056.0,0.026531864352389183,0.677520551300495,545877.9599999997,0.0,518462430.0,24866.0,145707.0,30.329444444444434,62.0,10.0
280,280,44543595,1175411,30098469,13269715,511710.0,7163.0,265962.0,238585.0,0.02638787911034123,0.6757081236932043,548274.9700000009,0.0,527841412.0,25753.0,151773.0,30.329444444444434,68.0,9.0
281,281,45094392,1182494,30345220,13566678,550797.0,7083.0,246751.0,296963.0,0.026222639835126283,0.6729266911947721,579618.7299999979,0.0,540192958.0,26481.0,157245.0,30.329444444444434,75.0,9.0
282,282,45665151,1190100,30600994,13874057,570759.0,7606.0,255774.0,307379.0,0.026061448915388453,0.670117000160582,690586.4899999993,0.0,526165682.0,27338.0,163818.0,30.329444444444434,76.0,8.0
283,283,46141800,1196676,30845323,14099801,476649.0,6576.0,244329.0,225744.0,0.025934748969481034,0.6684898075064258,674332.2699999999,0.0,536633192.0,25317.0,148881.0,30.329444444444434,63.0,7.0
284,284,46604641,1201684,31103270,14299687,462841.0,5008.0,257947.0,199886.0,0.02578464234924586,0.6673856794648413,490991.3000000015,0.0,572179728.0,25972.0,153297.0,30.248603351955296,60.0,8.0
285,285,47167567,1207789,31383407,14576371,562926.0,6105.0,280137.0,276684.0,0.025606345139659207,0.6653598859572298,522068.8900000011,0.0,546231223.0,29834.0,180115.0,30.248603351955296,67.0,8.0
286,286,47721121,1217134,31634980,14869007,553554.0,9345.0,251573.0,292636.0,0.02550514268095253,0.6629135975242493,526929.9100000003,0.0,555197647.0,31044.0,187596.0,30.248603351955296,60.0,8.0
287,287,48232499,1227392,31914299,15090808,511378.0,10258.0,279319.0,221801.0,0.025447406322446613,0.6616762486223241,497631.78999999916,0.0,562911391.0,31758.0,192795.0,30.248603351955296,53.0,6.0
288,288,48829619,1235399,32217954,15376266,597120.0,8007.0,303655.0,285458.0,0.02530019740682392,0.6598035098328332,531584.4499999993,0.0,573276055.0,32411.0,197301.0,30.248603351955296,57.0,7.0
289,289,49474468,1245053,32506315,15723100,644849.0,9654.0,288361.0,346834.0,0.025165566206795796,0.6570321281676036,634855.7500000001,0.0,554338438.0,33015.0,200970.0,30.248603351955296,57.0,7.0
290,290,50071221,1252649,32805331,16013241,596753.0,7596.0,299016.0,290141.0,0.025017344793728916,0.655173377936999,621967.08,0.0,564961729.0,30654.0,183760.0,30.248603351955296,58.0,7.0
291,291,50555158,1258523,33058571,16238064,483937.0,5874.0,253240.0,224823.0,0.02489405729876267,0.6539109421831893,485178.5300000014,0.0,606947089.0,31593.0,188761.0,30.248603351955296,55.0,7.0
292,292,51056506,1265746,33315624,16475136,501348.0,7223.0,257053.0,237072.0,0.02479108147353444,0.6525245577909307,494236.5899999996,0.0,590045201.0,35516.0,217807.0,30.248603351955296,69.0,34.0
293,293,51615710,1275739,33572984,16766987,559204.0,9993.0,257360.0,291851.0,0.02471609903263948,0.6504411931948626,499264.47000000026,0.0,587277148.0,36156.0,223192.0,30.208888888888882,66.0,25.0
294,294,52264138,1286190,33953208,17024740,648428.0,10451.0,380224.0,257753.0,0.024609417646953253,0.6496463789376953,503639.31000000157,0.0,591438716.0,36790.0,227496.0,30.208888888888882,66.0,18.0
295,295,52914392,1295955,34179447,17438990,650254.0,9765.0,226239.0,414250.0,0.024491540978114235,0.645938575652537,491895.6900000001,0.0,609534643.0,37609.0,232276.0,30.208888888888882,72.0,15.0
296,296,53566465,1305543,34481579,17779343,652073.0,9588.0,302132.0,340353.0,0.02437239418356242,0.6437157837464167,615134.760000001,0.0,595557000.0,38198.0,235261.0,30.208888888888882,71.0,15.0
297,297,54161439,1314624,34759398,18087417,594974.0,9081.0,277819.0,308074.0,0.024272324079129434,0.6417739011697972,593183.8400000017,0.0,600571214.0,35527.0,215134.0,30.208888888888882,68.0,13.0
298,298,54635219,1321046,34990158,18324015,473780.0,6422.0,230760.0,236598.0,0.024179385095903064,0.6404322823342211,452329.48999999906,0.0,646486648.0,36382.0,219606.0,30.208888888888882,64.0,12.0
299,299,55169831,1329000,35380888,18459943,534612.0,7954.0,390730.0,135928.0,0.024089252693197484,0.6413086166604353,483151.44000000035,0.0,622476397.0,40400.0,246896.0,30.208888888888882,76.0,22.0
300,300,55780901,1340069,35814479,18626353,611070.0,11069.0,433591.0,166410.0,0.02402379624524172,0.642056301672144,488500.21000000194,0.0,626554983.0,41023.0,249787.0,30.208888888888882,76.0,18.0
301,301,56408155,1351500,36177589,18879066,627254.0,11431.0,363110.0,252713.0,0.023959301629347743,0.6413538787077862,500662.21000000153,0.0,636255701.0,41296.0,251403.0,30.163535911602203,75.0,18.0
302,302,57061735,1362520,36551888,19147327,653580.0,11020.0,374299.0,268261.0,0.023877998101529862,0.6405674135215131,521777.01000000053,0.0,654473860.0,41610.0,250958.0,30.163535911602203,72.0,17.0
303,303,57730481,1374398,36907312,19448771,668746.0,11878.0,355424.0,301444.0,0.023807146176384707,0.639303732806245,621319.3899999999,0.0,629416798.0,41654.0,251057.0,30.163535911602203,73.0,16.0
304,304,58317890,1383366,37246582,19687942,587409.0,8968.0,339270.0,239171.0,0.023721125712881586,0.6386819207622224,596442.5000000013,0.0,640257475.0,38741.0,231144.0,30.163535911602203,65.0,14.0
305,305,58806019,1390560,37520306,19895153,488129.0,7194.0,273724.0,207211.0,0.023646559036754385,0.6380351303835071,465154.1800000003,0.0,678682770.0,39477.0,233654.0,30.163535911602203,63.0,13.0
306,306,59331182,1399083,37931519,20000580,525163.0,8523.0,411213.0,105427.0,0.0235809055683401,0.6393184447260801,512832.12999999913,0.0,665482381.0,42955.0,257790.0,30.163535911602203,71.0,18.0
307,307,59921603,1411743,38303698,20206162,590421.0,12660.0,372179.0,205582.0,0.023559833671338865,0.6392301954939357,537524.1499999997,0.0,663908849.0,43118.0,255657.0,30.163535911602203,69.0,16.0
308,308,60557653,1423870,38741108,20392675,636050.0,12127.0,437410.0,186513.0,0.02351263514125952,0.6397392580587626,570206.0800000004,0.0,666770823.0,43234.0,254365.0,30.163535911602203,64.0,14.0
309,309,61139959,1434759,39107984,20597216,582306.0,10889.0,366876.0,204541.0,0.023466796894646265,0.6396468797108614,381040.35999999987,0.0,695707496.0,43283.0,250842.0,30.163535911602203,60.0,13.0
310,310,61827450,1446146,39489610,20891694,687491.0,11387.0,381626.0,294478.0,0.023390031450431805,0.638706755656266,560131.0500000004,0.0,660634733.0,43291.0,250635.0,30.163535911602203,57.0,11.0
311,311,62413297,1455426,39849316,21108555,585847.0,9280.0,359706.0,216861.0,0.023319165465653897,0.638474778860024,558743.9999999998,0.0,667485836.0,40416.0,234449.0,30.163535911602203,58.0,13.0
312,312,62901709,1462586,40167599,21271524,488412.0,7160.0,318283.0,162969.0,0.023251927860974332,0.6385772284819797,463377.6899999998,0.0,705616526.0,40807.0,237592.0,30.163535911602203,56.0,13.0
313,313,63410167,1471466,40569855,21368846,508458.0,8880.0,402256.0,97322.0,0.023205521600345256,0.639800475529421,473131.88999999844,0.0,700603665.0,44041.0,258817.0,30.243956043956036,62.0,16.0
314,314,64022798,1484151,41046059,21492588,612631.0,12685.0,476204.0,123742.0,0.023181601653835874,0.6411162942300648,481101.0500000002,0.0,697081379.0,44034.0,258199.0,30.163535911602203,61.0,16.0
315,315,64673997,1496744,41508985,21668268,651199.0,12593.0,462926.0,175680.0,0.023142902393986874,0.6418187668221589,485942.4100000015,0.0,608586413.0,43904.0,256448.0,30.163535911602203,62.0,29.0
316,316,65368134,1509313,41935969,21922852,694137.0,12569.0,426984.0,254584.0,0.02308943070028586,0.6415353542140273,501777.67999999935,0.0,726728330.0,43777.0,253793.0,30.163535911602203,66.0,24.0
317,317,66051795,1521812,42426586,22103397,683661.0,12499.0,490617.0,180545.0,0.02303967666586502,0.642322983046865,580449.4500000008,0.0,706627485.0,43713.0,252778.0,30.163535911602203,63.0,22.0
318,318,66693750,1532092,42862534,22299124,641955.0,10280.0,435948.0,195727.0,0.0229720476056602,0.6426769225002342,557840.5600000008,0.0,707427572.0,41180.0,236749.0,30.163535911602203,59.0,20.0
319,319,67232715,1539524,43178578,22514613,538965.0,7432.0,316044.0,215489.0,0.022898435679713367,0.6422257081243856,428761.9600000005,0.0,756609213.0,41432.0,239012.0,30.163535911602203,58.0,19.0
320,320,67752737,1548246,43591717,22612774,520022.0,8722.0,413139.0,98161.0,0.022851416319904536,0.6433941849463587,475408.40999999986,0.0,737396022.0,41896.0,241900.0,30.163535911602203,65.0,23.0
321,321,68396263,1560532,44032488,22803243,643526.0,12286.0,440771.0,190469.0,0.0228160418647434,0.6437849974347283,481457.5400000004,0.0,732071928.0,42135.0,242718.0,30.163535911602203,65.0,32.0
322,322,69066170,1573246,44458968,23033956,669907.0,12714.0,426480.0,230713.0,0.02277882210639449,0.6437155556765346,500017.5599999998,0.0,746695534.0,44581.0,255122.0,30.163535911602203,67.0,37.0
323,323,70564179,1585939,44950194,24028046,1498009.0,12693.0,491226.0,994090.0,0.022475128634317422,0.6370115069290326,519953.92000000004,0.0,764466892.0,44594.0,254901.0,30.163535911602203,69.0,34.0
324,324,71268458,1598964,45428334,24241160,704279.0,13025.0,478140.0,213114.0,0.022435787792686634,0.6374255213996632,594383.9499999986,0.0,586535180.0,44685.0,254170.0,30.163535911602203,66.0,31.0
325,325,71903530,1609504,46933277,23360749,635072.0,10540.0,1504943.0,-880411.0,0.02238421396001003,0.6527256311338261,566592.5200000005,0.0,748425098.0,42445.0,240854.0,30.163535911602203,61.0,33.0
326,326,72434232,1616961,47328396,23488875,530702.0,7457.0,395119.0,128126.0,0.022323160684577976,0.6533981888563407,434929.66999999934,259395.0,788330826.0,43021.0,243605.0,30.163535911602203,59.0,29.0
327,327,72958747,1626136,41338399,29994212,524515.0,9175.0,-5989997.0,6505337.0,0.02228843102253387,0.5665996292397949,487305.3799999996,86465.0,673194707.0,45758.0,262691.0,30.163535911602203,67.0,38.0
328,328,73596051,1640070,41696563,30259418,637304.0,13934.0,358164.0,265206.0,0.022284755468741115,0.5665597872907611,500759.4299999981,258430.0,747922408.0,45896.0,263830.0,30.163535911602203,65.0,36.0
329,329,74329721,1653784,42058783,30617154,733670.0,13714.0,362220.0,357736.0,0.022249296482627724,0.5658407220444162,493356.62999999983,114965.0,785365647.0,45974.0,263838.0,30.163535911602203,66.0,32.0
330,330,75069012,1667196,42434192,30967624,739291.0,13412.0,375409.0,350470.0,0.022208844309819877,0.5652690886620434,513584.5500000003,114965.0,805755661.0,45837.0,263702.0,30.163535911602203,70.0,33.0
331,331,75789167,1679958,42751920,31357289,720155.0,12762.0,317728.0,389665.0,0.022166202196152916,0.5640901159396566,613523.4700000009,114965.0,787255515.0,45777.0,261682.0,30.163535911602203,73.0,39.0
332,332,76400925,1690725,43103506,31606694,611758.0,10767.0,351586.0,249405.0,0.022129640446107164,0.5641751850517517,582314.4000000001,115148.0,779558858.0,42412.0,247894.0,30.163535911602203,75.0,38.0
333,333,76934325,1698635,43380335,31855355,533400.0,7910.0,276829.0,248661.0,0.022079026494350864,0.5638619042930447,459101.17000000004,3773775.0,832321426.0,44078.0,249906.0,30.163535911602203,76.0,33.0
334,334,77483672,1708299,43723555,32051818,549347.0,9664.0,343220.0,196463.0,0.022047212734058345,0.5642937908260207,544590.120000002,2643034.0,816766871.0,46660.0,266608.0,30.163535911602203,85.0,36.0
335,335,78133703,1722605,44086740,32324358,650031.0,14306.0,363185.0,272540.0,0.02204688801195049,0.5642474157406824,560133.6700000018,2965527.0,810134892.0,46920.0,269133.0,30.163535911602203,77.0,34.0
336,336,78828498,1736405,44410880,32681213,694795.0,13800.0,324140.0,356855.0,0.02202763015984397,0.5633860992759243,572302.600000001,4287392.0,824868192.0,47133.0,266860.0,30.163535911602203,74.0,31.0
337,337,79495656,1748037,44725552,33022067,667158.0,11632.0,314672.0,340854.0,0.021989088309429135,0.5626163019523985,425434.6399999991,3542569.0,828293534.0,46863.0,261453.0,30.163535911602203,59.0,25.0
338,338,79960902,1756610,45017158,33187134,465246.0,8573.0,291606.0,165067.0,0.021968361487467964,0.5629896221030624,304366.5699999998,3670691.0,804936868.0,44806.0,245041.0,30.163535911602203,52.0,20.0
339,339,80473519,1764003,45425322,33284194,512617.0,7393.0,408164.0,97060.0,0.021920291568211403,0.5644754021506131,492479.70000000007,7598508.0,810184078.0,45255.0,248264.0,30.163535911602203,61.0,23.0
340,340,80911706,1771404,45717710,33422592,438187.0,7401.0,292388.0,138398.0,0.021893049690486072,0.5650320857157554,474393.0099999995,8602784.0,884016115.0,45776.0,254651.0,30.163535911602203,64.0,27.0
341,341,81408584,1781157,46016136,33611291,496878.0,9753.0,298426.0,188699.0,0.02187922836245377,0.5652491879726098,534250.0000000014,10660889.0,841112343.0,48563.0,273179.0,30.163535911602203,74.0,31.0
342,342,82072682,1796318,46369231,33907133,664098.0,15161.0,353095.0,295842.0,0.021886917257072213,0.564977649932288,536256.0799999997,9369634.0,854440167.0,48972.0,273708.0,30.163535911602203,74.0,37.0
343,343,82834131,1811576,46757476,34265079,761449.0,15258.0,388245.0,357946.0,0.021869922194270378,0.5644711356964679,551536.2199999999,14552858.0,858824016.0,49023.0,277571.0,30.163535911602203,83.0,48.0
344,344,83558756,1824710,47032627,34701419,724625.0,13134.0,275151.0,436340.0,0.021837448130510702,0.5628689230366235,536633.9500000016,12563920.0,880472391.0,49074.0,275037.0,30.243956043956036,71.0,39.0
345,345,84091383,1834371,47313005,34944007,532627.0,9661.0,280378.0,242588.0,0.02181401868488713,0.5626379696954206,413575.9299999997,12881441.0,847032408.0,46687.0,258894.0,30.163535911602203,68.0,35.0
346,346,84717560,1842795,47614297,35260468,626177.0,8424.0,301292.0,316461.0,0.02175221996478652,0.5620357455998497,535829.6999999997,22957562.0,749329343.0,47118.0,262658.0,30.163535911602203,68.0,33.0
347,347,85251194,1850129,47882779,35518286,533634.0,7334.0,268482.0,257818.0,0.02170208900534578,0.561666960347793,453366.05000000075,20871091.0,920884584.0,47912.0,269136.0,30.163535911602203,71.0,35.0
348,348,85805329,1860279,48173187,35771863,554135.0,10150.0,290408.0,253577.0,0.021680226877284044,0.5614241861365045,483234.2399999996,26341347.0,868546087.0,50581.0,288776.0,30.163535911602203,83.0,45.0
349,349,86545388,1875588,48488548,36181252,740059.0,15309.0,315361.0,409389.0,0.021671726747588212,0.5602672669281926,497045.8299999997,28809615.0,885090680.0,50846.0,290610.0,30.163535911602203,81.0,49.0
350,350,87328415,1890636,48801673,36636106,783027.0,15048.0,313125.0,454854.0,0.021649723059785294,0.5588292539146622,465844.94000000047,31408047.0,889843743.0,48741.0,278170.0,30.163535911602203,73.0,45.0
351,351,88209317,1905550,49125604,37178163,880902.0,14914.0,323931.0,542057.0,0.021602593295218464,0.5569208069029715,478326.0699999988,35927951.0,918869614.0,50985.0,291791.0,30.163535911602203,73.0,44.0
352,352,89010571,1920696,49422867,37667008,801254.0,15146.0,297263.0,488845.0,0.021578290965013583,0.55524716272183,533776.0999999994,40063033.0,883356921.0,51133.0,275254.0,30.163535911602203,79.0,49.0
353,353,89773527,1933485,49753112,38086930,762956.0,12789.0,330245.0,419922.0,0.021537362567920496,0.5542069434344492,522217.40999999945,34122903.0,882937398.0,48556.0,257626.0,30.163535911602203,67.0,43.0
354,354,90362681,1941825,50023662,38397194,589154.0,8340.0,270550.0,310264.0,0.021489236247870955,0.5535876254047841,420384.3900000005,41569490.0,954194443.0,48867.0,260420.0,30.163535911602203,65.0,40.0
355,355,90982280,1952137,50313950,38716193,619599.0,10312.0,290288.0,318999.0,0.021456233015923542,0.553008234130866,453847.2400000008,56882491.0,921325081.0,52035.0,298454.0,30.163535911602203,76.0,54.0
356,356,91688141,1969236,50657507,39061398,705861.0,17099.0,343557.0,345205.0,0.021477543099057927,0.5524979179150333,465709.93999999965,60530810.0,930331636.0,52349.0,299031.0,30.163535911602203,77.0,60.0
357,357,92436196,1985934,51023568,39426694,748055.0,16698.0,366061.0,365296.0,0.02148437609873085,0.5519868861760603,472777.1500000017,56135296.0,919183386.0,52388.0,298477.0,30.163535911602203,79.0,65.0
358,358,93191651,2001282,51396413,39793956,755455.0,15348.0,372845.0,367262.0,0.021474906587930286,0.5515130641906967,486974.3599999984,69354692.0,945324919.0,51154.0,296354.0,30.163535911602203,84.0,72.0
359,359,93958545,2016390,51717035,40225120,766894.0,15108.0,320622.0,431164.0,0.02146042172108987,0.5504239662289364,556235.929999999,75658230.0,932044978.0,53844.0,295582.0,30.163535911602203,79.0,69.0
360,360,94597958,2029656,52034090,40534212,639413.0,13266.0,317055.0,309092.0,0.02145560055323816,0.5500551079548672,540141.0000000013,66988515.0,930783720.0,48954.0,271153.0,30.163535911602203,68.0,63.0
361,361,95126858,2038285,52349805,40738768,528900.0,8629.0,315715.0,204556.0,0.021427019065425244,0.5503157163038014,444493.4200000002,68955670.0,995795999.0,48720.0,271829.0,30.163535911602203,65.0,56.0
362,362,95642222,2047682,52668558,40925982,515364.0,9397.0,318753.0,187214.0,0.021409812080693816,0.5506831282108857,487530.5600000002,73543681.0,974717693.0,52188.0,295825.0,30.163535911602203,74.0,61.0
363,363,96250345,2064260,53071502,41114583,608123.0,16578.0,402944.0,188601.0,0.021446780268683713,0.5513902521596157,465514.0000000005,97123390.0,972852800.0,51936.0,294225.0,30.163535911602203,75.0,66.0
364,364,96942928,2082155,53399273,41461500,692583.0,17895.0,327771.0,346917.0,0.021478152588912933,0.5508320627575846,459428.6800000015,103690167.0,964347812.0,51335.0,291551.0,30.163535911602203,70.0,57.0
365,365,97599840,2098917,53765412,41735511,656912.0,16762.0,366139.0,274011.0,0.021505332385790797,0.5508760260262722,479230.8100000012,110565916.0,1002833747.0,50911.0,289147.0,30.124175824175815,71.0,60.0
366,366,98258825,2114908,54147169,41996748,658985.0,15991.0,381757.0,261237.0,0.021523847857940495,0.5510667260676076,549467.3300000002,119764471.0,974850757.0,50674.0,286969.0,30.124175824175815,71.0,63.0
367,367,98826681,2128188,54463662,42234831,567856.0,13280.0,316493.0,238083.0,0.021534548954446824,0.5511028140265076,538381.5200000007,126048654.0,982383983.0,45951.0,251498.0,30.124175824175815,64.0,56.0
368,368,99272581,2137143,54774619,42360819,445900.0,8955.0,310957.0,125988.0,0.021528028973075656,0.5517597955874644,419551.4499999999,133269596.0,1031392411.0,45772.0,251946.0,30.124175824175815,61.0,50.0
369,369,99769921,2147902,55089060,42532959,497340.0,10759.0,314441.0,172140.0,0.02152855267871767,0.5521610065221962,448620.9399999994,139674997.0,1009158790.0,49957.0,284951.0,30.124175824175815,71.0,60.0
370,370,100325930,2165228,55418603,42742099,556009.0,17326.0,329543.0,209140.0,0.021581937989510788,0.5523856394852258,455761.9600000016,145226521.0,1009461301.0,49836.0,282663.0,30.124175824175815,71.0,63.0
371,371,100923844,2181892,55759372,42982580,597914.0,16664.0,340769.0,240481.0,0.02161919238827249,0.5524895781813464,464447.7800000007,153387139.0,1012134422.0,49231.0,276276.0,30.124175824175815,71.0,63.0
372,372,101538493,2198920,56075031,43264542,614649.0,17028.0,315659.0,281962.0,0.021656023592944204,0.5522539220667771,482711.38999999984,162184084.0,1055897478.0,48547.0,272959.0,30.124175824175815,71.0,60.0
373,373,102128615,2213838,56439138,43475639,590122.0,14918.0,364107.0,211097.0,0.02167696095751421,0.5526280562994025,565431.4,169714709.0,1016967869.0,47891.0,267207.0,30.124175824175815,70.0,65.0
374,374,102643720,2227396,56790304,43626020,515105.0,13558.0,351166.0,150381.0,0.02170026573471811,0.5532759724608578,548965.8599999999,178030802.0,1009972402.0,42507.0,230233.0,30.124175824175815,62.0,54.0
375,375,103026115,2235365,57079203,43711547,382395.0,7969.0,288899.0,85527.0,0.02169707165993787,0.5540265494821386,422488.6299999991,185498327.0,1113809437.0,42221.0,229052.0,30.20437158469944,60.0,48.0
376,376,103472860,2245554,57351845,43875461,446745.0,10189.0,272642.0,163914.0,0.021701864624211604,0.5542694480465699,447294.9399999996,190831377.0,1076212851.0,47018.0,262440.0,30.124175824175815,65.0,54.0
377,377,103930596,2260425,57702035,43968136,457736.0,14871.0,350190.0,92675.0,0.021749370127734088,0.5551977687109578,458817.7100000011,196331891.0,1076119535.0,46322.0,256023.0,30.124175824175815,65.0,59.0
378,378,104452768,2276117,58031882,44144769,522172.0,15692.0,329847.0,176633.0,0.02179087298098218,0.5555801259378784,480918.2599999986,203829946.0,1088791413.0,45834.0,252200.0,30.124175824175815,67.0,63.0
379,379,104919624,2288647,58325871,44305106,466856.0,12530.0,293989.0,160337.0,0.021813335892244524,0.5559100268983046,492938.88999999885,213115214.0,1082497805.0,40920.0,244757.0,30.124175824175815,65.0,60.0
380,380,105455017,2305145,58607158,44542714,535393.0,16498.0,281287.0,237608.0,0.02185903587688009,0.5557550476711791,571322.5199999993,220466192.0,973656546.0,40252.0,240566.0,30.124175824175815,61.0,61.0
381,381,105827142,2315231,58901715,44610196,372125.0,10086.0,294557.0,67482.0,0.021877478274902294,0.5565841984091378,552702.4200000004,228570841.0,933419887.0,34711.0,204694.0,30.124175824175815,54.0,51.0
382,382,106225026,2323135,59199150,44702741,397884.0,7904.0,297435.0,92545.0,0.02186994051665377,0.5572994634993076,413003.7900000001,237729873.0,1116565227.0,34177.0,204898.0,30.124175824175815,50.0,44.0
383,383,106541152,2331448,59411984,44797720,316126.0,8313.0,212834.0,94979.0,0.02188307481413379,0.5576435291407399,464885.27999999997,242168138.0,989572641.0,38958.0,232923.0,30.173770491803264,63.0,53.0
384,384,106968967,2346975,59783592,44838400,427815.0,15527.0,371608.0,40680.0,0.02194070921522501,0.5588872518512775,470213.6000000011,250756338.0,957609063.0,38255.0,225886.0,30.173770491803264,60.0,59.0
385,385,107404483,2360382,60052900,44991201,435516.0,13407.0,269308.0,152801.0,0.021976568706168438,0.5591284304212888,480735.17000000115,264655004.0,1091142868.0,37468.0,220120.0,30.173770491803264,62.0,61.0
386,386,107845702,2373818,60328985,45142899,441219.0,13436.0,276085.0,151698.0,0.022011243433697526,0.5594009207710475,489713.9799999997,272563069.0,1148253551.0,36628.0,213521.0,30.173770491803264,60.0,66.0
387,387,108274938,2386265,60616584,45272089,429236.0,12447.0,287599.0,129190.0,0.022038941273741484,0.5598394708847582,584132.3999999999,289769838.0,1009144906.0,31654.0,184677.0,30.173770491803264,59.0,65.0
388,388,108648026,2396048,60862827,45389151,373088.0,9783.0,246243.0,117062.0,0.02205330449353953,0.5601834588324688,560126.579999998,300019113.0,1076746630.0,30984.0,178871.0,30.173770491803264,52.0,53.0
389,389,108941674,2402369,61058258,45481047,293648.0,6321.0,195431.0,91896.0,0.022051882551391674,0.5604674112130864,455586.4700000001,302623139.0,1187991419.0,30506.0,177889.0,30.173770491803264,51.0,48.0
390,390,109225259,2409239,61346871,45469149,283585.0,6870.0,288613.0,-11898.0,0.02205752608927208,0.5616546169050513,413068.4100000002,278337754.0,1163099125.0,30470.0,177896.0,30.173770491803264,59.0,58.0
391,391,109576107,2420130,61582276,45573701,350848.0,10891.0,235405.0,104552.0,0.022086292954357285,0.5620045983199604,425530.23000000004,327968956.0,1145520988.0,29973.0,175788.0,30.173770491803264,55.0,55.0
392,392,109971474,2431453,61876217,45663804,395367.0,11323.0,293941.0,90103.0,0.02210985186940388,0.562656975935414,456534.7700000017,337867101.0,1151037117.0,29505.0,175758.0,30.173770491803264,59.0,56.0
393,393,110374973,2442769,62112835,45819369,403499.0,11316.0,236618.0,155565.0,0.02213154788268895,0.5627438296179696,454162.310000001,348790128.0,1189110884.0,28837.0,169892.0,30.173770491803264,56.0,56.0
394,394,110787608,2453827,62347470,45986311,412635.0,11058.0,234635.0,166942.0,0.022148930230536254,0.5627657382042223,559790.5900000004,361754250.0,1159000814.0,28218.0,167257.0,30.173770491803264,57.0,56.0
395,395,111157877,2462314,62616685,46078878,370269.0,8487.0,269215.0,92567.0,0.02215150258762139,0.5633130704718299,584875.5200000001,372924304.0,1147024638.0,26704.0,162703.0,30.173770491803264,48.0,48.0
396,396,111472126,2468153,62833942,46170031,314249.0,5839.0,217257.0,91153.0,0.022141436505840034,0.5636740255586405,476463.7399999989,376457101.0,1217412597.0,26402.0,162855.0,30.25326086956521,52.0,49.0
397,397,111761092,2475072,63016509,46269511,288966.0,6919.0,182567.0,99480.0,0.02214609714085471,0.5638501545779456,500011.5700000003,387029574.0,1189052574.0,27458.0,164772.0,30.25326086956521,63.0,60.0
398,398,112149775,2486240,63295139,46368396,388683.0,11168.0,278630.0,98885.0,0.02216892543921733,0.5643804367864313,520361.3499999996,404622043.0,1190644068.0,27090.0,163196.0,30.25326086956521,61.0,62.0
399,399,112594521,2498229,63504597,46591695,444746.0,11989.0,209458.0,223299.0,0.022187838074287824,0.564011431781836,536558.8700000012,414944395.0,1186956345.0,26601.0,161105.0,30.25326086956521,63.0,70.0
400,400,113041836,2508300,63732290,46801246,447315.0,10071.0,227693.0,209551.0,0.02218913004916162,0.5637938329310221,557025.1599999998,424876373.0,1219370206.0,26185.0,159275.0,30.25326086956521,62.0,69.0
401,401,113484935,2518578,63992558,46973799,443099.0,10278.0,260268.0,172553.0,0.022193060250684377,0.5638859290001796,639660.0200000022,433772350.0,1202324461.0,25805.0,156863.0,30.25326086956521,64.0,73.0
402,402,113873828,2526694,64243283,47103851,388893.0,8116.0,250725.0,130052.0,0.022188540109497328,0.564161968806388,637839.7300000004,444935890.0,1183500586.0,25291.0,139642.0,30.25326086956521,57.0,65.0
403,403,114177059,2532081,64418459,47226519,303231.0,5387.0,175176.0,122668.0,0.02217679297554862,0.5641979182525625,507217.5600000008,456196400.0,1258048101.0,25145.0,140280.0,30.25326086956521,56.0,61.0
404,404,114483450,2539294,64633384,47310772,306391.0,7213.0,214925.0,84253.0,0.022180446169293464,0.5645653061643408,514183.8300000005,475200342.0,1222918442.0,25240.0,156586.0,30.25326086956521,63.0,78.0
405,405,114794190,2549712,64903489,47340989,310740.0,10418.0,270105.0,30217.0,0.0222111589445424,0.5653900166898691,522788.3899999997,488418719.0,1220853346.0,24970.0,155974.0,30.25326086956521,65.0,80.0
406,406,115235184,2560770,65132897,47541517,440994.0,11058.0,229408.0,200528.0,0.022222119244414102,0.5652171041788765,541013.6800000002,503177721.0,1231271531.0,24755.0,155182.0,30.25326086956521,67.0,87.0
407,407,115688329,2570532,65383177,47734620,453145.0,9762.0,250280.0,193103.0,0.022219458282606883,0.5651665778662945,559969.4300000003,520691523.0,1266020164.0,24587.0,153349.0,30.25326086956521,67.0,86.0
