,dates,confirmed,deaths,recovered,unrecovered,confirmed_increment,deaths_increment,recovered_increment,unrecovered_increment,death_rate,recovered_rate,mobility,people_vaccinated,total_tests,icu_patients,hosp_patients,median_age,trends_covid,trends_vaccine
137,137,7028659,404335,3141784,3482540,112363.0,2737.0,55109.0,54517.0,0.05752662065409632,0.4469962193357225,555814.4700000008,0.0,83075070.0,3463.0,31272.0,30.301685393258417,47.0,8.0
138,138,7131156,408037,3293395,3429724,102497.0,3702.0,151611.0,-52816.0,0.05721891373572532,0.4618318544707197,568265.750000001,0.0,79781820.0,3382.0,30820.0,30.301685393258417,51.0,8.0
139,139,7256216,412811,3375665,3467740,125060.0,4774.0,82270.0,38016.0,0.05689067139125958,0.46521010399910917,571952.2700000001,0.0,81476472.0,3082.0,30007.0,30.301685393258417,50.0,7.0
140,140,7391321,417851,3454836,3518634,135105.0,5040.0,79171.0,50894.0,0.05653265498819494,0.4674179351701814,586745.0399999986,0.0,83190363.0,3098.0,28935.0,30.301685393258417,50.0,8.0
141,141,7529341,422491,3540715,3566135,138020.0,4640.0,85879.0,47501.0,0.05611261330838914,0.4702556306056533,623048.2700000012,0.0,87090302.0,2950.0,26039.0,30.301685393258417,49.0,8.0
142,142,7658106,426700,3620435,3610971,128765.0,4209.0,79720.0,44836.0,0.05571873776623097,0.47275853846891125,733136.41,0.0,86496035.0,2906.0,26862.0,30.301685393258417,50.0,8.0
143,143,7793395,430814,3706327,3656254,135289.0,4114.0,85892.0,45283.0,0.05527937439331639,0.4755728408479232,732104.3999999984,0.0,89578205.0,2835.0,26259.0,30.301685393258417,47.0,8.0
144,144,7925679,434211,3777146,3714322,132284.0,3397.0,70819.0,58068.0,0.05478533763479444,0.476570650918363,607652.6699999998,0.0,95432293.0,2827.0,26038.0,30.301685393258417,46.0,8.0
145,145,8045337,437626,3857421,3750290,119658.0,3415.0,80275.0,35968.0,0.05439498681037227,0.4794604626257421,608228.3899999982,0.0,93134887.0,2781.0,25758.0,30.301685393258417,53.0,8.0
146,146,8187421,444336,3955284,3787801,142084.0,6710.0,97863.0,37511.0,0.05427056945038004,0.483092783429605,612350.1700000016,0.0,94478711.0,2655.0,25249.0,30.301685393258417,52.0,10.0
147,147,8331167,449483,4074115,3807569,143746.0,5147.0,118831.0,19768.0,0.05395198535811369,0.4890209258798917,623696.02,0.0,94433261.0,2514.0,24382.0,30.301685393258417,53.0,8.0
148,148,8472229,454394,4155278,3862557,141062.0,4911.0,81163.0,54988.0,0.053633347257256624,0.49045865025603064,656782.2799999994,0.0,101837869.0,2454.0,23803.0,30.301685393258417,51.0,8.0
149,149,8652145,460459,4250268,3941418,179916.0,6065.0,94990.0,78861.0,0.05321905723956314,0.4912386466015075,767136.5700000019,0.0,99856781.0,2352.0,23153.0,30.301685393258417,54.0,7.0
150,150,8809593,464571,4366122,3978900,157448.0,4112.0,115854.0,37482.0,0.052734672305519675,0.4956099561012637,761454.5199999993,0.0,102413660.0,2349.0,22674.0,30.301685393258417,51.0,8.0
151,151,8937295,468582,4434808,4033905,127702.0,4011.0,68686.0,55005.0,0.05242995783399787,0.49621367539059635,601701.4699999996,0.0,108467367.0,2297.0,22373.0,30.301685393258417,48.0,8.0
152,152,9076654,472145,4526441,4078068,139359.0,3563.0,91633.0,44163.0,0.052017516587059505,0.49869048660442494,637101.2000000025,0.0,106507220.0,2280.0,22001.0,30.301685393258417,58.0,8.0
153,153,9243465,477362,4630496,4135607,166811.0,5217.0,104055.0,57539.0,0.051643187917085207,0.5009480752077279,647349.300000001,0.0,106351104.0,2201.0,21493.0,30.301685393258417,55.0,10.0
154,154,9416057,482548,4746247,4187262,172592.0,5186.0,115751.0,51655.0,0.05124735332422053,0.504058864554452,666596.3300000012,0.0,198946231.0,2148.0,20927.0,30.301685393258417,57.0,9.0
155,155,9594440,487233,4839131,4268076,178383.0,4685.0,92884.0,80814.0,0.05078284923351441,0.5043682591167384,705724.4900000026,0.0,115000451.0,2095.0,20379.0,30.301685393258417,60.0,9.0
156,156,9786036,491978,4945111,4348947,191596.0,4745.0,105980.0,80871.0,0.050273471301352256,0.5053231972578069,812396.3599999994,0.0,113107161.0,2029.0,19707.0,30.301685393258417,62.0,8.0
157,157,9964168,496440,5051397,4416331,178132.0,4462.0,106286.0,67384.0,0.04982252406824132,0.5069562255473814,806021.6799999997,0.0,115356587.0,1970.0,19190.0,30.301685393258417,56.0,8.0
158,158,10128040,499607,5140600,4487833,163872.0,3167.0,89203.0,71502.0,0.04932909032744737,0.5075611865671936,668335.3399999988,0.0,123818727.0,1986.0,19134.0,30.301685393258417,57.0,8.0
159,159,10283386,503283,5235171,4544932,155346.0,3676.0,94571.0,57099.0,0.048941370089579446,0.5090901965558815,663306.1000000032,0.0,120980600.0,1745.0,19182.0,30.301685393258417,63.0,9.0
160,160,10457929,508172,5352511,4597246,174543.0,4889.0,117340.0,52314.0,0.04859203002812507,0.5118136678877816,669320.4099999971,0.0,121410430.0,1935.0,18581.0,30.3826815642458,62.0,10.0
161,161,10675536,513118,5468425,4693993,217607.0,4946.0,115914.0,96747.0,0.048064846580068675,0.5122389170904393,702005.269999998,0.0,123683294.0,1901.0,18270.0,30.301685393258417,61.0,9.0
162,162,10885480,518196,5753359,4613925,209944.0,5078.0,284934.0,-80068.0,0.04760433164178337,0.5285351679484965,772321.1699999984,0.0,127647508.0,1859.0,17530.0,30.301685393258417,61.0,10.0
163,163,11086864,523120,5863247,4700497,201384.0,4924.0,109888.0,86572.0,0.04718376630217526,0.5288462995487272,836087.5800000018,0.0,128840214.0,1799.0,17144.0,30.301685393258417,57.0,12.0
164,164,11280674,527515,6059007,4694152,193810.0,4395.0,195760.0,-6345.0,0.046762720028962805,0.5371139171294198,730075.2800000005,0.0,111037664.0,1761.0,16791.0,30.301685393258417,52.0,10.0
165,165,11464678,531003,6178370,4755305,184004.0,3488.0,119363.0,61153.0,0.04631643383268157,0.5389047995940226,722885.4599999998,0.0,135003588.0,1734.0,16858.0,30.301685393258417,53.0,10.0
166,166,11628652,534848,6302069,4791735,163974.0,3845.0,123699.0,36430.0,0.04599398107364465,0.5419432106146095,715238.4399999989,0.0,136169413.0,1728.0,16747.0,30.301685393258417,61.0,10.0
167,167,11840014,540816,6447102,4852096,211362.0,5968.0,145033.0,60361.0,0.04567697301709272,0.5445181061441312,692666.5199999987,0.0,135489613.0,1688.0,16246.0,30.301685393258417,64.0,10.0
168,168,12054174,546107,6605158,4902909,214160.0,5291.0,158056.0,50813.0,0.045304389998020604,0.54795608558496,698302.2700000006,0.0,138578619.0,1424.0,15759.0,30.301685393258417,62.0,10.0
169,169,12281001,551506,6739776,4989719,226827.0,5399.0,134618.0,86810.0,0.04490725145287424,0.5487969588146764,729890.5200000007,0.0,144792550.0,1631.0,15427.0,30.301685393258417,60.0,10.0
170,170,12513675,556794,6879222,5077659,232674.0,5288.0,139446.0,87940.0,0.044494842642149486,0.5497363484348123,835481.4599999994,0.0,143901476.0,1601.0,15065.0,30.301685393258417,59.0,10.0
171,171,12730142,561611,7004914,5163617,216467.0,4817.0,125692.0,85958.0,0.04411663279168449,0.5502620473518677,833612.5499999977,0.0,145229741.0,1555.0,14891.0,30.301685393258417,56.0,9.0
172,172,12922431,565598,7116750,5240083,192289.0,3987.0,111836.0,76466.0,0.04376869955815589,0.550728419443679,699435.0899999999,0.0,157277247.0,1555.0,14911.0,30.301685393258417,59.0,14.0
173,173,13113873,569508,7257073,5287292,191442.0,3910.0,140323.0,47209.0,0.043427902649354616,0.5533889949978927,699153.0899999978,0.0,151579986.0,1545.0,14943.0,30.301685393258417,66.0,19.0
174,174,13336060,575106,7399325,5361629,222187.0,5598.0,142252.0,74337.0,0.043124131115186946,0.554835911056189,702145.8799999991,0.0,150375944.0,1512.0,14709.0,30.301685393258417,68.0,15.0
175,175,13567529,580550,7559131,5427848,231469.0,5444.0,159806.0,66219.0,0.042789663467828226,0.5571486893449795,716541.519999999,0.0,156022436.0,10761.0,48568.0,30.301685393258417,65.0,17.0
176,176,13818840,586321,7711616,5520903,251311.0,5771.0,152485.0,93055.0,0.0424291040347815,0.5580508928390516,743285.139999999,0.0,161617539.0,11299.0,52630.0,30.301685393258417,64.0,16.0
177,177,14061583,592989,7895037,5573557,242743.0,6668.0,183421.0,52654.0,0.04217085658136783,0.5614614656116598,851782.0599999998,0.0,160138251.0,11887.0,54050.0,30.301685393258417,67.0,14.0
178,178,14297763,598598,8045824,5653341,236180.0,5609.0,150787.0,79784.0,0.041866549333626525,0.5627330653053908,862936.4199999989,0.0,161366214.0,12437.0,54355.0,30.301685393258417,57.0,12.0
179,179,14511195,602664,8133882,5774649,213432.0,4066.0,88058.0,121308.0,0.04153096970993774,0.5605246156501928,714220.0599999995,0.0,174120627.0,11790.0,52163.0,30.301685393258417,58.0,12.0
180,180,14718312,606875,8293010,5818427,207117.0,4211.0,159128.0,43778.0,0.04123264950491605,0.5634484443596521,709133.0000000012,0.0,168879842.0,12766.0,55137.0,30.301685393258417,63.0,19.0
181,181,14951984,613047,8467706,5871231,233672.0,6172.0,174696.0,52804.0,0.041001047085122616,0.566326582478954,706355.5000000005,0.0,173249612.0,12932.0,55991.0,30.301685393258417,62.0,16.0
182,182,15231859,619992,8647438,5964429,279875.0,6945.0,179732.0,93198.0,0.04070363308904054,0.5677204601224315,726476.7199999995,0.0,173648469.0,13887.0,59911.0,30.301685393258417,61.0,13.0
183,183,15514715,629896,8823668,6061151,282856.0,9904.0,176230.0,96722.0,0.04059990789389299,0.5687289776189894,758365.1800000004,0.0,181875923.0,14982.0,60120.0,30.301685393258417,59.0,12.0
184,184,15795788,635919,9051968,6107901,281073.0,6023.0,228300.0,46750.0,0.04025877024938547,0.5730621352983466,865696.8400000011,0.0,178289966.0,14965.0,59508.0,30.301685393258417,59.0,11.0
185,185,16049843,641471,9271780,6136592,254055.0,5552.0,219812.0,28691.0,0.03996743145711768,0.5776866477759315,870174.7299999996,0.0,181538963.0,15592.0,64097.0,30.301685393258417,54.0,10.0
186,186,16262971,645187,9415081,6202703,213128.0,3716.0,143301.0,66111.0,0.03967214846536958,0.5789274911699713,731283.5699999991,0.0,188622285.0,13657.0,55808.0,30.301685393258417,54.0,10.0
187,187,16489407,650364,9586464,6252579,226436.0,5177.0,171383.0,49876.0,0.03944132132829276,0.5813710584013119,721690.3800000009,0.0,185633940.0,15484.0,59530.0,30.301685393258417,64.0,12.0
188,188,16742194,656640,9756922,6328632,252787.0,6276.0,170458.0,76053.0,0.039220666060852,0.5827743962350455,715178.6299999987,0.0,184973110.0,15828.0,60512.0,30.301685393258417,66.0,12.0
189,189,17033923,663260,9959508,6411155,291729.0,6620.0,202586.0,82523.0,0.03893759529146633,0.584686686678107,725485.7800000029,0.0,192933363.0,15283.0,57947.0,30.301685393258417,64.0,11.0
190,190,17314021,669305,10173027,6471689,280098.0,6045.0,213519.0,60534.0,0.03865682038851634,0.5875600474320783,749613.3200000019,0.0,198830953.0,15956.0,59089.0,30.301685393258417,64.0,11.0
191,191,17604767,675471,10372633,6556663,290746.0,6166.0,199606.0,84974.0,0.03836864185706065,0.5891945630407945,841856.9000000011,0.0,192812820.0,15912.0,58363.0,30.3826815642458,64.0,12.0
192,192,17853103,680927,10553544,6618632,248336.0,5456.0,180911.0,61969.0,0.03814054061078346,0.5911321970191961,857137.6500000007,0.0,200473174.0,15689.0,62526.0,30.301685393258417,57.0,11.0
193,193,18084098,685246,10692268,6706584,230995.0,4319.0,138724.0,87952.0,0.03789218572029415,0.591252491553629,710675.5500000005,0.0,217405391.0,15395.0,62602.0,30.301685393258417,57.0,11.0
194,194,18290573,689930,10914713,6685930,206475.0,4684.0,222445.0,-20654.0,0.0377205241191733,0.5967398068939667,725185.240000001,0.0,206818285.0,15707.0,58023.0,30.301685393258417,62.0,11.0
195,195,18548515,696518,11138370,6713627,257942.0,6588.0,223657.0,27697.0,0.03755114627774784,0.6004992852527548,719190.0199999975,0.0,207174914.0,15581.0,57576.0,30.301685393258417,60.0,11.0
196,196,18825089,703528,11360065,6761496,276574.0,7010.0,221695.0,47869.0,0.03737182862721127,0.6034534551204512,745789.3200000006,0.0,207065327.0,15519.0,57088.0,30.301685393258417,62.0,10.0
197,197,19110292,710013,11548872,6851407,285203.0,6485.0,188807.0,89911.0,0.0371534354367793,0.6043273436114948,773879.6199999993,0.0,377577937.0,15343.0,56134.0,30.301685393258417,56.0,10.0
198,198,19392529,716296,11740918,6935315,282237.0,6283.0,192046.0,83908.0,0.036936698663696726,0.6054351136976514,877976.0799999987,0.0,216699079.0,15116.0,55281.0,30.301685393258417,54.0,10.0
199,199,19651049,721707,11941162,6988180,258520.0,5411.0,200244.0,52865.0,0.03672613100705209,0.607660283173687,888139.4299999976,0.0,224759396.0,14807.0,53792.0,30.301685393258417,50.0,11.0
200,200,19875729,726316,12119940,7029473,224680.0,4609.0,178778.0,41293.0,0.03654286089330359,0.6097859353988978,750622.6399999993,0.0,232564735.0,14614.0,53682.0,30.301685393258417,51.0,12.0
201,201,20101761,731621,12284151,7085989,226032.0,5305.0,164211.0,56516.0,0.03639586601392784,0.6110982515412455,741366.7800000006,0.0,224801456.0,14644.0,54335.0,30.301685393258417,55.0,13.0
202,202,20359325,737820,12589219,7032286,257564.0,6199.0,305068.0,-53703.0,0.03623990481020368,0.6183514924979094,742888.8899999965,0.0,230455132.0,14558.0,53842.0,30.301685393258417,57.0,31.0
203,203,20635978,744392,12829864,7061722,276653.0,6572.0,240645.0,29436.0,0.03607253312636794,0.6217230896446972,752355.1100000015,0.0,232460057.0,14367.0,53878.0,30.301685393258417,56.0,21.0
204,204,20925194,750601,12993780,7180813,289216.0,6209.0,163916.0,119091.0,0.035870682967144775,0.6209634185470395,780753.7199999995,0.0,236711494.0,14073.0,53151.0,30.301685393258417,56.0,15.0
205,205,21228942,760743,13277022,7191177,303748.0,10142.0,283242.0,10364.0,0.03583518198881508,0.6254208052384335,885471.5500000014,0.0,237540001.0,13990.0,51917.0,30.301685393258417,55.0,12.0
206,206,21476647,766103,13445626,7264918,247705.0,5360.0,168604.0,73741.0,0.035671443498605716,0.6260579689185188,878749.299999999,0.0,244645103.0,13274.0,50692.0,30.301685393258417,48.0,12.0
207,207,21691120,770359,13678580,7242181,214473.0,4256.0,232954.0,-22737.0,0.03551494805247493,0.6306073637506961,737696.6699999992,0.0,255074634.0,13477.0,50871.0,30.301685393258417,51.0,11.0
208,208,21898851,774538,13889592,7234721,207731.0,4179.0,211012.0,-7460.0,0.035368887618807035,0.6342612221983701,732257.2899999976,0.0,246093160.0,13604.0,51175.0,30.301685393258417,55.0,12.0
209,209,22157107,781392,14117187,7258528,258256.0,6854.0,227595.0,23807.0,0.035265975833397384,0.6371403541085034,728278.6399999994,0.0,251229442.0,13591.0,51006.0,30.301685393258417,54.0,11.0
210,210,22436697,788080,14335184,7313433,279590.0,6688.0,217997.0,54905.0,0.035124599668124055,0.6389168601777704,733129.0900000012,0.0,252747554.0,13213.0,50127.0,30.301685393258417,52.0,11.0
211,211,22709054,794142,14542974,7371938,272357.0,6062.0,207790.0,58505.0,0.03497028101654961,0.6404042193919659,762942.6800000007,0.0,259239956.0,13431.0,53906.0,30.301685393258417,51.0,10.0
212,212,22970177,799572,14711468,7459137,261123.0,5430.0,168494.0,87199.0,0.03480913534101196,0.6404594966769303,865537.0699999995,0.0,213177164.0,13207.0,52639.0,30.301685393258417,49.0,10.0
213,213,23234450,805136,14921385,7507929,264273.0,5564.0,209917.0,48792.0,0.034652681686030876,0.6422095207762611,853708.2700000007,0.0,261375711.0,12459.0,46979.0,30.301685393258417,46.0,9.0
214,214,23440631,809041,15137916,7493674,206181.0,3905.0,216531.0,-14255.0,0.03451447190137501,0.6457981442564409,702869.3299999996,0.0,279672631.0,12418.0,46780.0,30.301685393258417,46.0,10.0
215,215,23666031,813548,15337337,7515146,225400.0,4507.0,199421.0,21472.0,0.034376190921071643,0.6480738996750237,689319.0599999991,0.0,267789889.0,13058.0,52550.0,30.301685393258417,51.0,10.0
216,216,23909840,819825,15568886,7521129,243809.0,6277.0,231549.0,5983.0,0.034288184278941224,0.6511497358409759,690814.7900000006,0.0,273388535.0,12964.0,52220.0,30.301685393258417,52.0,9.0
217,217,24193826,826069,15794620,7573137,283986.0,6244.0,225734.0,52008.0,0.03414379354468367,0.6528368022486398,697213.6099999998,0.0,273888900.0,12741.0,51522.0,30.301685393258417,50.0,9.0
218,218,24477571,831948,16001857,7643766,283745.0,5879.0,207237.0,70629.0,0.033988176359492535,0.653735495241746,710668.9099999979,0.0,284100289.0,12282.0,51462.0,30.301685393258417,50.0,9.0
219,219,24761333,837458,16200975,7722900,283762.0,5510.0,199118.0,79134.0,0.03382120017528943,0.6542852519288844,821057.7899999995,0.0,274553015.0,12298.0,50317.0,30.301685393258417,50.0,9.0
220,220,25025090,842780,16412388,7769922,263757.0,5322.0,211413.0,47022.0,0.033677401359995106,0.655837321663978,801427.2500000008,0.0,276024820.0,11400.0,43399.0,30.301685393258417,44.0,8.0
221,221,25246074,846836,16622628,7776610,220984.0,4056.0,210240.0,6688.0,0.033543274887018075,0.6584242761864676,661976.7600000006,0.0,303990262.0,11300.0,43590.0,30.301685393258417,46.0,8.0
222,222,25509090,851013,16823418,7834659,263016.0,4177.0,200790.0,58049.0,0.03336116654886552,0.6595067875804272,660921.120000002,0.0,299359101.0,12134.0,51023.0,30.3826815642458,52.0,9.0
223,223,25773880,857428,17081380,7835072,264790.0,6415.0,257962.0,413.0,0.03326732335216894,0.662739952230708,670791.5899999983,0.0,296931106.0,12130.0,50622.0,30.3826815642458,48.0,9.0
224,224,26057375,863519,17300617,7893239,283495.0,6091.0,219237.0,58167.0,0.033139140070709346,0.6639432022603965,678656.6099999998,0.0,299169937.0,12072.0,50511.0,30.3826815642458,50.0,10.0
225,225,26338776,869198,17521986,7947592,281401.0,5679.0,221369.0,54353.0,0.03300069828605551,0.6652543762853672,738035.9800000016,0.0,311913261.0,11987.0,50370.0,30.3826815642458,49.0,12.0
226,226,26652859,875059,17735487,8042313,314083.0,5861.0,213501.0,94721.0,0.03283171235025856,0.6654253114084309,908655.6399999986,0.0,289360934.0,12014.0,50347.0,30.3826815642458,46.0,10.0
227,227,26922763,880019,17936475,8106269,269904.0,4960.0,200988.0,63956.0,0.032686801128101156,0.666219696693092,883755.0999999997,0.0,308782157.0,10900.0,41855.0,30.3826815642458,42.0,9.0
228,228,27153370,883839,18148266,8121265,230607.0,3820.0,211791.0,14996.0,0.03254988239028894,0.6683614593695,739923.1400000005,0.0,325810283.0,10832.0,41599.0,30.3826815642458,45.0,9.0
229,229,27371193,893214,18345814,8132165,217823.0,9375.0,197548.0,10900.0,0.03263336019003629,0.6702599335001583,731844.8800000008,0.0,318849509.0,11912.0,50221.0,30.3826815642458,50.0,10.0
230,230,27613468,898130,18547611,8167727,242275.0,4916.0,201797.0,35562.0,0.03252507073722142,0.6716871274553418,667468.2400000006,0.0,316861027.0,11971.0,50794.0,30.3826815642458,52.0,11.0
231,231,27898144,904225,18787878,8206041,284676.0,6095.0,240267.0,38314.0,0.03241165433800901,0.6734454449729702,661822.1899999998,0.0,324816447.0,11913.0,51249.0,30.3826815642458,54.0,13.0
232,232,28198120,910014,19004539,8283567,299976.0,5789.0,216661.0,77526.0,0.03227215147676512,0.6739647536786141,685730.8999999996,0.0,330157226.0,11785.0,50628.0,30.3826815642458,52.0,10.0
233,233,28519436,915863,19228209,8375364,321316.0,5849.0,223670.0,91797.0,0.03211364348158919,0.6742142095657151,809983.5199999975,0.0,323781452.0,11866.0,50275.0,30.3826815642458,51.0,9.0
234,234,28806078,920765,19451143,8434170,286642.0,4902.0,222934.0,58806.0,0.03196426115349684,0.67524440501758,816787.19,0.0,332971381.0,10441.0,40925.0,30.3826815642458,45.0,9.0
235,235,29048743,924471,19638991,8485281,242665.0,3706.0,187848.0,51111.0,0.03182481940784839,0.6760702519899053,645353.220000001,0.0,356564105.0,10435.0,41200.0,30.3826815642458,46.0,8.0
236,236,29312493,928918,19867490,8516085,263750.0,4447.0,228499.0,30804.0,0.031690173879103355,0.6777823366985537,652069.2099999988,0.0,344813149.0,11690.0,51438.0,30.3826815642458,54.0,10.0
237,237,29598004,935346,20093777,8568881,285511.0,6428.0,226287.0,52796.0,0.03160165800369511,0.6788895967444292,655835.5299999983,0.0,347728604.0,11768.0,52792.0,30.3826815642458,51.0,10.0
238,238,29902445,941114,20323254,8638077,304441.0,5768.0,229477.0,69196.0,0.03147281100257855,0.6796519147514526,667026.6500000008,0.0,350685655.0,11787.0,52702.0,30.3826815642458,52.0,11.0
239,239,30217419,946587,20543465,8727367,314974.0,5473.0,220211.0,89290.0,0.031325872007797885,0.6798550531400448,705099.1800000004,0.0,350921895.0,11809.0,52895.0,30.3826815642458,49.0,11.0
240,240,30543299,952267,20794614,8796418,325880.0,5680.0,251149.0,69051.0,0.031177607893633233,0.6808240982743875,831408.1000000011,0.0,349458444.0,11817.0,52942.0,30.3826815642458,51.0,10.0
241,241,30835413,957536,21031599,8846278,292114.0,5269.0,236985.0,49860.0,0.03105312713016038,0.6820599094943207,849495.5900000004,0.0,361257565.0,10400.0,42256.0,30.3826815642458,44.0,8.0
242,242,31087516,961278,21268676,8857562,252103.0,3742.0,237077.0,11284.0,0.030921672867011953,0.6841548871257517,680184.0799999988,0.0,377732514.0,10485.0,42480.0,30.3826815642458,44.0,8.0
243,243,31363669,965381,21514154,8884134,276153.0,4103.0,245478.0,26572.0,0.03078023173883132,0.6859578195395443,647042.3300000015,0.0,372413139.0,12048.0,55336.0,30.3826815642458,51.0,9.0
244,244,31648171,971350,21733547,8943274,284502.0,5969.0,219393.0,59140.0,0.030692136995847247,0.6867236340450764,631844.830000001,0.0,373186101.0,12260.0,53919.0,30.3826815642458,53.0,10.0
245,245,31924026,976959,21996960,8950107,275855.0,5609.0,263413.0,6833.0,0.030602625120027153,0.6890409123210212,635357.9000000018,0.0,374484944.0,12387.0,56463.0,30.3826815642458,54.0,10.0
246,246,32277088,983623,22252630,9040835,353062.0,6664.0,255670.0,90728.0,0.030474341427578596,0.6894249567990768,661832.4700000016,0.0,385562722.0,12502.0,57138.0,30.3826815642458,56.0,10.0
247,247,32607950,989510,22491838,9126602,330862.0,5887.0,239208.0,85767.0,0.030345667237590832,0.6897654713037772,792711.4299999971,0.0,373636901.0,12636.0,57537.0,30.3826815642458,49.0,9.0
248,248,32896297,994863,22753981,9147453,288347.0,5353.0,262143.0,20851.0,0.030242400839219075,0.6916882164579192,803729.7999999992,0.0,381086472.0,11254.0,46413.0,30.3826815642458,45.0,8.0
249,249,33148031,998551,22967860,9181620,251734.0,3688.0,213879.0,34167.0,0.03012399137674271,0.6928876107301818,628440.2500000002,0.0,406840768.0,11616.0,47284.0,30.3826815642458,44.0,8.0
250,250,33402831,1002526,23190402,9209903,254800.0,3975.0,222542.0,28283.0,0.03001320456939713,0.694264566976374,607391.3400000005,0.0,397660620.0,13173.0,60358.0,30.3826815642458,52.0,9.0
251,251,33685471,1008455,23431686,9245330,282640.0,5929.0,241284.0,35427.0,0.02993738754610259,0.6956021484752284,600588.6099999999,0.0,400850135.0,13408.0,61376.0,30.3826815642458,52.0,10.0
252,252,34011678,1014897,23679904,9316877,326207.0,6442.0,248218.0,71547.0,0.02983966271819932,0.6962286306485672,614597.1000000002,0.0,406357177.0,13533.0,61886.0,30.3826815642458,47.0,10.0
253,253,34329982,1023605,23901446,9404931,318304.0,8708.0,221542.0,88054.0,0.02981664831633177,0.6962265811849246,653099.1700000024,0.0,413534111.0,13571.0,61757.0,30.3826815642458,48.0,9.0
254,254,34627650,1028536,24073731,9525383,297668.0,4931.0,172285.0,120452.0,0.02970273755221622,0.6952170014424889,769562.6499999994,0.0,356309427.0,13662.0,62133.0,30.3826815642458,73.0,9.0
255,255,34959848,1033897,24329332,9596619,332198.0,5361.0,255601.0,71236.0,0.029573841396564424,0.695922133299893,786177.9599999984,0.0,396907699.0,12223.0,51941.0,30.3826815642458,57.0,7.0
256,256,35221297,1037738,24551491,9632068,261449.0,3841.0,222159.0,35449.0,0.02946336700775102,0.6970637963729729,607327.6800000003,0.0,431514440.0,12493.0,53572.0,30.3826815642458,52.0,7.0
257,257,35522337,1044685,24788959,9688693,301040.0,6947.0,237468.0,56625.0,0.02940924185252789,0.69784144551075,599255.7499999994,0.0,414452659.0,14516.0,67103.0,30.3826815642458,59.0,9.0
258,258,35848800,1050464,25021585,9776751,326463.0,5779.0,232626.0,88058.0,0.029302626587221887,0.6979755249827051,603012.4599999988,0.0,424240956.0,14781.0,69463.0,30.3826815642458,57.0,9.0
259,259,36199816,1056293,25276776,9866747,351016.0,5829.0,255191.0,89996.0,0.02917951295664044,0.6982570298147371,613389.2000000012,0.0,432313257.0,15015.0,71101.0,30.3826815642458,54.0,9.0
260,260,36561143,1062575,25496282,10002286,361327.0,6282.0,219506.0,135539.0,0.02906295899994155,0.6973600907389574,656791.7599999994,0.0,444089435.0,15151.0,72672.0,30.3826815642458,56.0,9.0
261,261,36922017,1068724,25703072,10150221,360874.0,6149.0,206790.0,147935.0,0.028945439248348755,0.6961448503747777,778729.8799999977,0.0,430276672.0,15369.0,74134.0,30.3826815642458,53.0,9.0
262,262,37279040,1073602,25898477,10306961,357023.0,4878.0,195405.0,156740.0,0.02879907851704336,0.6947195260392971,786351.4200000003,0.0,433751796.0,13909.0,64624.0,30.3826815642458,48.0,8.0
263,263,37566032,1077632,26121117,10367283,286992.0,4030.0,222640.0,60322.0,0.028686340894348385,0.6953387304786409,613778.9400000003,0.0,472467195.0,14080.0,66567.0,30.3826815642458,48.0,8.0
264,264,37857690,1081616,26321236,10454838,291658.0,3984.0,200119.0,87555.0,0.028570575753565523,0.695267883486816,602761.5799999991,0.0,458019654.0,16135.0,80324.0,30.329444444444434,58.0,9.0
265,265,38177075,1086900,26513681,10576494,319385.0,5284.0,192445.0,121656.0,0.028469965286759134,0.6944922050733326,593044.99,0.0,457739478.0,16867.0,84287.0,30.329444444444434,57.0,10.0
266,266,38559421,1092966,26725966,10740489,382346.0,6066.0,212285.0,163995.0,0.028344979557654665,0.6931111854610058,609586.3699999992,0.0,465370166.0,17004.0,87167.0,30.329444444444434,58.0,9.0
267,267,38966377,1099091,26933293,10933993,406956.0,6125.0,207327.0,193504.0,0.028206137819792688,0.6911931535231002,644851.910000002,0.0,477277535.0,17526.0,89793.0,30.329444444444434,59.0,9.0
268,268,39378171,1105271,27136307,11136593,411794.0,6180.0,203014.0,202600.0,0.028068114184378955,0.6891205536183994,756011.7699999993,0.0,458182169.0,17932.0,92562.0,30.329444444444434,59.0,9.0
269,269,39750803,1110875,27334590,11305338,372632.0,5604.0,198283.0,168745.0,0.027945976336628972,0.6876487501397142,772673.440000002,0.0,464954220.0,16389.0,82340.0,30.329444444444434,50.0,8.0
270,270,40067377,1114414,27536101,11416862,316574.0,3539.0,201511.0,111524.0,0.02781350024485007,0.6872449124882819,593278.7799999999,0.0,499799660.0,16830.0,85540.0,30.329444444444434,49.0,9.0
271,271,40454450,1119249,27738632,11596569,387073.0,4835.0,202531.0,179707.0,0.027666894494919596,0.6856756673246083,571900.5700000004,0.0,489413616.0,19500.0,103634.0,30.329444444444434,59.0,9.0
272,272,40843607,1125804,27950079,11767724,389157.0,6555.0,211447.0,171155.0,0.027563775158251817,0.6843195558120025,572755.3499999989,0.0,489868367.0,20068.0,108619.0,30.329444444444434,57.0,9.0
273,273,41288471,1132463,28161301,11994707,444864.0,6659.0,211222.0,226983.0,0.027428068237256836,0.6820620942829295,587038.9899999985,0.0,492421591.0,20680.0,113051.0,30.329444444444434,58.0,9.0
